"CustomerID","strategic_priority","pred_sensitivity","business_value"
3102182,"Maintain (Standard)",-0.00292200444282492,-0.0537941017924068
3102186,"Maintain (Standard)",-0.00187674752599443,-0.0935183292203023
3102190,"Protect (High Value, Negative Sensitivity)",-0.00494262706735477,-0.642986355192182
3102194,"Protect (High Value, Negative Sensitivity)",-0.00190899018872226,-0.144548737090049
3102198,"Maintain (Standard)",-0.00329217975494922,-0.114370324686936
3102202,"Protect (High Value, Negative Sensitivity)",-0.00209149775087947,-0.127999662353823
3102206,"Maintain (Standard)",-0.0031773700011824,-0.107172690139882
3102210,"Protect (High Value, Negative Sensitivity)",-0.0049402993542525,-0.399966635720282
3102214,"Maintain (Standard)",-0.00331061377893976,-0.128716663725178
3102218,"Protect (High Value, Negative Sensitivity)",-0.00490410100329663,-0.4364649892934
3102222,"Maintain (Standard)",-0.00188606876956132,-0.110844261587119
3102238,"Maintain (Standard)",-0.00335629555618605,-0.103138962441597
3102246,"Protect (High Value, Negative Sensitivity)",-0.00544001445947795,-0.463924433104279
3102250,"Maintain (Standard)",-0.00159508604951342,-0.0672488278474856
3102262,"Maintain (Standard)",-0.00344771763724344,-0.103534960646421
3102266,"Maintain (Standard)",-0.00321644296261542,-0.0964611244488364
3102274,"Maintain (Standard)",-0.00355866421514778,-0.0717782572195307
3102282,"Maintain (Standard)",-0.00343731810730064,-0.0584000346430378
3102286,"Maintain (Standard)",-0.00170449332741318,-0.0968322659303428
3102290,"Protect (High Value, Negative Sensitivity)",-0.00456600869451501,-0.391535245554662
3102294,"Maintain (Standard)",-0.00158971077798153,-0.0808526901681408
3102298,"Protect (High Value, Negative Sensitivity)",-0.00382813385422462,-0.55236143382607
3102302,"Protect (High Value, Negative Sensitivity)",-0.00400308016346435,-0.416920799024812
3102310,"Protect (High Value, Negative Sensitivity)",-0.00534736710677952,-1.01156143558948
3102322,"Maintain (Standard)",-0.00195373480725136,-0.104134065226498
3102326,"Maintain (Standard)",-0.00183194300606759,-0.091578830873319
3102330,"Maintain (Standard)",-0.0034507881847799,-0.112288647532738
3102354,"Maintain (Standard)",-0.0030713661667307,-0.105286432195529
3102358,"Maintain (Standard)",-0.00315819042218113,-0.123074680752399
3102362,"Maintain (Standard)",-0.00348941808805536,-0.122094738901057
3102370,"Maintain (Standard)",-0.00180358152685978,-0.102677896324127
3102378,"Maintain (Standard)",-0.00324896983176481,-0.0974366052546268
3102382,"Maintain (Standard)",-0.00345271887477772,-0.0348379334465072
3102386,"Protect (High Value, Negative Sensitivity)",-0.00355711162740846,-0.329566392279394
3102390,"Maintain (Standard)",-0.0019099131815129,-0.0959540382392082
3102398,"Protect (High Value, Negative Sensitivity)",-0.00211689171530532,-0.159084412405195
3102418,"Maintain (Standard)",-0.0033645940714927,-0.0591159178361267
3102434,"Protect (High Value, Negative Sensitivity)",-0.00472875865376376,-0.488244331001109
3102442,"Maintain (Standard)",-0.00340894183223517,-0.0939163474780789
3102450,"Protect (High Value, Negative Sensitivity)",-0.00174891254620019,-0.138776210540985
3102458,"Maintain (Standard)",-0.00334547958840986,-0.113344848455326
3102482,"Maintain (Standard)",-0.00359172868721741,-0.0724810849080473
3102486,"Maintain (Standard)",-0.00336551597504237,-0.0336551597504237
3102498,"Protect (High Value, Negative Sensitivity)",-0.00394410552643068,-0.32235174467518
3102502,"Maintain (Standard)",-0.00167261636872768,-0.0745317853905052
3102506,"Protect (High Value, Negative Sensitivity)",-0.00189278612770483,-0.124961740151073
3102510,"Protect (High Value, Negative Sensitivity)",-0.00518757065859549,-0.567520230050346
3102514,"Maintain (Standard)",-0.00349019176943399,-0.0598218869280986
3102526,"Maintain (Standard)",-0.00169747468681325,-0.0806130728767612
3102534,"Protect (High Value, Negative Sensitivity)",-0.00193374746825636,-0.127936732499841
3102542,"Maintain (Standard)",-0.0034058813539633,-0.102142381805359
3102546,"Maintain (Standard)",-0.00162173611908026,-0.0872494032065179
3102558,"Maintain (Standard)",-0.00313560225436965,-0.100151136004567
3102562,"Protect (High Value, Negative Sensitivity)",-0.00392768735337673,-0.348346591370982
3102566,"Maintain (Standard)",-0.00347384583710486,-0.124745804010436
3102574,"Protect (High Value, Negative Sensitivity)",-0.00343727582072662,-0.306020666319291
3102582,"Maintain (Standard)",-0.00347534420692136,-0.12330521246157
3102594,"Maintain (Standard)",-0.00196216596822707,-0.10222884694463
3102598,"Protect (High Value, Negative Sensitivity)",-0.00203495004199622,-0.145905918011129
3102602,"Maintain (Standard)",-0.00316684754746238,-0.0949737579483968
3102606,"Protect (High Value, Negative Sensitivity)",-0.00494889482394067,-0.440352661434241
3102638,"Maintain (Standard)",-0.00348096867944497,-0.0365153614473778
3102642,"Maintain (Standard)",-0.00312263014527336,-0.0955837087468177
3102650,"Maintain (Standard)",-0.00150822930769948,-0.0788954750857596
3102658,"Maintain (Standard)",-0.00195609259707458,-0.0973156067044602
3102666,"Maintain (Standard)",-0.003290344580067,-0.10019099246304
3102670,"Maintain (Standard)",-0.00335510639712167,-0.117965540922798
3102678,"Protect (High Value, Negative Sensitivity)",-0.00196551377610454,-0.143738022446525
3102686,"Maintain (Standard)",-0.00218987862200876,-0.0969459265963276
3102690,"Protect (High Value, Negative Sensitivity)",-0.00517810104242733,-0.483168608268894
3102710,"Maintain (Standard)",-0.00189247399230563,-0.103650800558579
3102714,"Maintain (Standard)",-0.00317608123080199,-0.110273540333445
3102718,"Protect (High Value, Negative Sensitivity)",-0.00221405045530298,-0.149204860182868
3102726,"Maintain (Standard)",-0.00175374380698501,-0.104382831391748
3102738,"Maintain (Standard)",-0.00314597275292144,-0.0508074599596813
3102742,"Maintain (Standard)",-0.00349667669794501,-0.127663666241972
3102766,"Maintain (Standard)",-0.00352895018820026,-0.0728022423825714
3102782,"Maintain (Standard)",-0.00191582937761237,-0.0987801627096936
3102786,"Protect (High Value, Negative Sensitivity)",-0.0016213595936598,-0.122688280452237
3102790,"Maintain (Standard)",-0.00172013777773811,-0.0937303075089494
3102794,"Maintain (Standard)",-0.00322606623388844,-0.124655199277449
3102798,"Maintain (Standard)",-0.00355595639273038,-0.120333564329996
3102810,"Maintain (Standard)",-0.00165491690445602,-0.0778969386927447
3102814,"Maintain (Standard)",-0.00335523529313159,-0.100623506441016
3102818,"Protect (High Value, Negative Sensitivity)",-0.00202231883765025,-0.153959133110314
3102822,"Protect (High Value, Negative Sensitivity)",-0.0018284011665774,-0.116999390649288
3102826,"Protect (High Value, Negative Sensitivity)",-0.0017120046611887,-0.106298369413207
3102838,"Maintain (Standard)",-0.00306607320629176,-0.0967346096585052
3102842,"Maintain (Standard)",-0.00272324886489289,-0.0937342259296133
3102850,"Maintain (Standard)",-0.00347024407889129,-0.0523659831504696
3102858,"Protect (High Value, Negative Sensitivity)",-0.0047667752479848,-0.443262430310107
3102862,"Maintain (Standard)",-0.00180616724026134,-0.0971717975260599
3102874,"Maintain (Standard)",-0.00286536120022637,-0.0867058299188501
3102878,"Maintain (Standard)",-0.00161696539786632,-0.0872999618308027
3102886,"Maintain (Standard)",-0.00352061037004586,-0.123186156847905
3102910,"Maintain (Standard)",-0.00194757279143526,-0.0956842512432143
3102914,"Maintain (Standard)",-0.00160284724590989,-0.0801263338230356
3102918,"Protect (High Value, Negative Sensitivity)",-0.00169563469671302,-0.102721549926875
3102930,"Maintain (Standard)",-0.00195541669269134,-0.0947399387608952
3102934,"Maintain (Standard)",-0.0034276010647824,-0.0685177452850003
3102942,"Maintain (Standard)",-0.00329622541545849,-0.0927228209368472
3102950,"Maintain (Standard)",-0.00204719900968048,-0.114806920462881
3102970,"Protect (High Value, Negative Sensitivity)",-0.00401985517407796,-0.372720971740509
3102974,"Maintain (Standard)",-0.00188880731032598,-0.0821064537798703
3102990,"Maintain (Standard)",-0.00231082496514715,-0.0705263779362909
3102994,"Protect (High Value, Negative Sensitivity)",-0.00456208516034301,-0.397448859169083
3103002,"Maintain (Standard)",-0.00193855112712837,-0.110129089532163
3103006,"Maintain (Standard)",-0.00327947625618391,-0.103533065407726
3103010,"Maintain (Standard)",-0.00327868303769091,-0.100950650730503
3103014,"Protect (High Value, Negative Sensitivity)",-0.00144531867169906,-0.111621961015318
3103026,"Maintain (Standard)",-0.00155678970001255,-0.0775592628546253
3103030,"Maintain (Standard)",-0.00167974869404106,-0.0977613739931894
3103038,"Maintain (Standard)",-0.00149201025237758,-0.0710644483207441
3103054,"Maintain (Standard)",-0.00195689360160806,-0.115437153558859
3103066,"Protect (High Value, Negative Sensitivity)",-0.00396922336636349,-0.570536166681088
3103070,"Maintain (Standard)",-0.00331820537760896,-0.0492089857499409
3103082,"Protect (High Value, Negative Sensitivity)",-0.00494339684715173,-0.741608395009702
3103086,"Maintain (Standard)",-0.00351507277771895,-0.127456538920089
3103090,"Protect (High Value, Negative Sensitivity)",-0.00183525626820685,-0.140617335270009
3103098,"Maintain (Standard)",-0.003451153484342,-0.0580484016066324
3103118,"Protect (High Value, Negative Sensitivity)",-0.00509338422447458,-0.626791862663842
3103130,"Maintain (Standard)",-0.00333967710889449,-0.100156916495746
3103134,"Protect (High Value, Negative Sensitivity)",-0.005559954411885,-0.583239217806737
3103146,"Protect (High Value, Negative Sensitivity)",-0.00502858146429869,-1.07395414333027
3103150,"Maintain (Standard)",-0.00337676703515227,-0.104612242749017
3103162,"Protect (High Value, Negative Sensitivity)",-0.00476189495238583,-0.466808562182382
3103178,"Protect (High Value, Negative Sensitivity)",-0.00192537781004154,-0.121318055810717
3103182,"Maintain (Standard)",-0.00277893553126821,-0.103126297565363
3103186,"Protect (High Value, Negative Sensitivity)",-0.00303710847268127,-0.314340726922511
3103198,"Maintain (Standard)",-0.00354602138628513,-0.108224572709422
3103214,"Protect (High Value, Negative Sensitivity)",-0.00359853434417556,-0.330129540734666
3103218,"Maintain (Standard)",-0.00285167013514631,-0.109076382669346
3103222,"Protect (High Value, Negative Sensitivity)",-0.0048385582900321,-0.402277736233269
3103230,"Maintain (Standard)",-0.00326652309615516,-0.0520357129217517
3103234,"Maintain (Standard)",-0.00351329502046843,-0.0184447988574593
3103242,"Maintain (Standard)",-0.00333439986107825,-0.0717229410117932
3103246,"Maintain (Standard)",-0.0018778788098755,-0.0947202071701202
3103250,"Maintain (Standard)",-0.00181335002535143,-0.0914835087789799
3103262,"Protect (High Value, Negative Sensitivity)",-0.00213747353467153,-0.150221640016715
3103266,"Maintain (Standard)",-0.0033969350825005,-0.033969350825005
3103278,"Maintain (Standard)",-0.00161992988173834,-0.0862612662025667
3103290,"Maintain (Standard)",-0.00211011546812273,-0.116710486541868
3103294,"Maintain (Standard)",-0.00184509086716272,-0.0811470963378166
3103306,"Maintain (Standard)",-0.00192038419911944,-0.104718550377983
3103322,"Maintain (Standard)",-0.00326829457537142,-0.0980161543153889
3103326,"Protect (High Value, Negative Sensitivity)",-0.00170113648347081,-0.108039178065231
3103330,"Protect (High Value, Negative Sensitivity)",-0.00455457522416147,-0.389142907152356
3103342,"Maintain (Standard)",-0.003408035956734,-0.11440776706756
3103346,"Protect (High Value, Negative Sensitivity)",-0.0016413559096588,-0.128501754167188
3103350,"Maintain (Standard)",-0.00146818963576559,-0.0805742472108155
3103354,"Protect (High Value, Negative Sensitivity)",-0.00407881140187458,-0.336624304996709
3103358,"Maintain (Standard)",-0.00343047030755883,-0.111455980292586
3103366,"Maintain (Standard)",-0.00305036207555781,-0.121495921469468
3103370,"Maintain (Standard)",-0.00334430738233898,-0.100295778396346
3103374,"Maintain (Standard)",-0.00356590132509271,-0.124770887364994
3103382,"Maintain (Standard)",-0.00273085762660646,-0.102816789641733
3103394,"Protect (High Value, Negative Sensitivity)",-0.00453915848999653,-0.417602581079681
3103398,"Maintain (Standard)",-0.00191052831181937,-0.0811783479692051
3103402,"Protect (High Value, Negative Sensitivity)",-0.00386491681940357,-0.365350586938219
3103422,"Maintain (Standard)",-0.00195232665551826,-0.113117806420728
3103426,"Maintain (Standard)",-0.00308364006543232,-0.100187465725896
3103442,"Maintain (Standard)",-0.00320710247598233,-0.115551902209643
3103446,"Maintain (Standard)",-0.00349468505983969,-0.0343178072876257
3103458,"Maintain (Standard)",-0.00334687562614611,-0.0913027670812658
3103474,"Maintain (Standard)",-0.00340044667935097,-0.044171802364769
3103482,"Maintain (Standard)",-0.00172901490743288,-0.0924331369513618
3103486,"Maintain (Standard)",-0.00299968037221782,-0.0950298741918604
3103494,"Maintain (Standard)",-0.0030235351339904,-0.0757697904577993
3103498,"Maintain (Standard)",-0.00157860047937056,-0.0663959361623256
3103502,"Maintain (Standard)",-0.00174635953948299,-0.0897628803294256
3103506,"Protect (High Value, Negative Sensitivity)",-0.00473683429737487,-0.681819928764139
3103558,"Maintain (Standard)",-0.00310279145524062,-0.0993203544822521
3103562,"Protect (High Value, Negative Sensitivity)",-0.00215421356952272,-0.142199637724195
3103574,"Maintain (Standard)",-0.00352451782487118,-0.138266834269696
3103586,"Protect (High Value, Negative Sensitivity)",-0.00197291628581409,-0.151677804053387
3103598,"Maintain (Standard)",-0.00341729790822559,-0.121929189365489
3103602,"Maintain (Standard)",-0.00171595773549299,-0.101155708507312
3103606,"Protect (High Value, Negative Sensitivity)",-0.00553547202233645,-0.668408246697127
3103610,"Maintain (Standard)",-0.00349453246760434,-0.123112378833701
3103618,"Maintain (Standard)",-0.00342559304328655,-0.103932492933314
3103622,"Maintain (Standard)",-0.00302640197689114,-0.107043837922639
3103634,"Maintain (Standard)",-0.00129063913892083,-0.0771156885505196
3103646,"Protect (High Value, Negative Sensitivity)",-0.00388641244652579,-0.314916000541985
3103650,"Maintain (Standard)",-0.00189895585757599,-0.0957453543389814
3103654,"Maintain (Standard)",-0.00315546354807456,-0.119812950920391
3103662,"Maintain (Standard)",-0.00321186451557592,-0.0363261876711637
3103678,"Protect (High Value, Negative Sensitivity)",-0.0049596619005961,-0.435408718253332
3103698,"Maintain (Standard)",-0.00334361074798922,-0.111175057370642
3103706,"Maintain (Standard)",-0.00190711628978707,-0.0942115447154812
3103714,"Maintain (Standard)",-0.00299490509628925,-0.102904939108499
3103730,"Maintain (Standard)",-0.0033442415532966,-0.111229474062645
3103734,"Maintain (Standard)",-0.00340894183223517,-0.107177131205474
3103746,"Maintain (Standard)",-0.00357712453061959,-0.103879696369193
3103750,"Protect (High Value, Negative Sensitivity)",-0.00444145559448633,-0.399375687056211
3103770,"Maintain (Standard)",-0.00203186236095271,-0.103889122515512
3103774,"Maintain (Standard)",-0.00178480362715522,-0.098003567167093
3103810,"Maintain (Standard)",-0.00218289276184008,-0.089040195755457
3103818,"Protect (High Value, Negative Sensitivity)",-0.00215239761058028,-0.160913245366982
3103830,"Maintain (Standard)",-0.00187531652996237,-0.0773755600262473
3103834,"Maintain (Standard)",-0.00337836560513199,-0.106013112689042
3103838,"Maintain (Standard)",-0.00349840292182502,-0.104917103625532
3103846,"Maintain (Standard)",-0.00344695210285623,-0.111060796754028
3103854,"Maintain (Standard)",-0.00189799165835436,-0.103421565463729
3103862,"Maintain (Standard)",-0.00321874880162737,-0.11687276898709
3103866,"Maintain (Standard)",-0.00169911640090137,-0.076969972960832
3103874,"Protect (High Value, Negative Sensitivity)",-0.00453281499568114,-0.558125510418219
3103890,"Maintain (Standard)",-0.00350149646141668,-0.109736899100799
3103906,"Maintain (Standard)",-0.00351736081137272,-0.122544850668225
3103910,"Maintain (Standard)",-0.00377503057574796,-0.122008988208174
3103922,"Protect (High Value, Negative Sensitivity)",-0.00454968405196499,-0.374620984838797
3103926,"Protect (High Value, Negative Sensitivity)",-0.00508394618620306,-0.456487528059173
3103930,"Maintain (Standard)",-0.00300180651817428,-0.0900241774800466
3103934,"Maintain (Standard)",-0.00307469056224524,-0.107583422772961
3103942,"Maintain (Standard)",-0.00316575305243433,-0.107034110702805
3103946,"Protect (High Value, Negative Sensitivity)",-0.00485136487463778,-0.645377069273063
3103950,"Maintain (Standard)",-0.00188776186671508,-0.0897064439063004
3103954,"Maintain (Standard)",-0.00344151998412756,-0.0501085309688973
3103958,"Maintain (Standard)",-0.00336551597504237,-0.110186993022887
3103962,"Maintain (Standard)",-0.00362991668538287,-0.11993244728505
3103966,"Protect (High Value, Negative Sensitivity)",-0.00205668214777061,-0.126095182479816
3103978,"Maintain (Standard)",-0.00341780214268517,-0.113607743222855
3103990,"Maintain (Standard)",-0.0028893965730149,-0.0992507722830619
3103994,"Maintain (Standard)",-0.00202331682203444,-0.0874477530483284
3104006,"Maintain (Standard)",-0.0020866726204507,-0.090665925358583
3104030,"Protect (High Value, Negative Sensitivity)",-0.00170303313747006,-0.102999444154189
3104034,"Protect (High Value, Negative Sensitivity)",-0.00488006124484758,-0.419782868281789
3104042,"Maintain (Standard)",-0.00152835082907071,-0.080100866951596
3104046,"Maintain (Standard)",-0.00300188853978484,-0.118184351811329
3104050,"Maintain (Standard)",-0.00161293787569644,-0.0925826340649757
3104054,"Protect (High Value, Negative Sensitivity)",-0.00178569722530819,-0.139659379991354
3104058,"Protect (High Value, Negative Sensitivity)",-0.00170506783788305,-0.109806368759668
3104066,"Maintain (Standard)",-0.00335002453210892,-0.101304741850974
3104074,"Maintain (Standard)",-0.00164566468607355,-0.0924205287698906
3104086,"Maintain (Standard)",-0.00186192493642956,-0.0859650743149528
3104090,"Maintain (Standard)",-0.00353193197951895,-0.0529789796927843
3104098,"Maintain (Standard)",-0.00180628772320529,-0.0787360818545186
3104114,"Protect (High Value, Negative Sensitivity)",-0.00161210729334044,-0.127163023298694
3104126,"Protect (High Value, Negative Sensitivity)",-0.00210764033350636,-0.158325941852997
3104158,"Maintain (Standard)",-0.00333445506932922,-0.108336445202506
3104166,"Maintain (Standard)",-0.00170812690524502,-0.0718438176346056
3104170,"Maintain (Standard)",-0.00351756719748098,-0.10538631323653
3104174,"Protect (High Value, Negative Sensitivity)",-0.00366192832765119,-0.345209983447678
3104178,"Maintain (Standard)",-0.00335376746525573,-0.116107429647153
3104182,"Maintain (Standard)",-0.00321780731395577,-0.112591077915312
3104186,"Maintain (Standard)",-0.00333414195033499,-0.132365435428299
3104194,"Maintain (Standard)",-0.00177922497085237,-0.104458298038742
3104206,"Maintain (Standard)",-0.00323236861478593,-0.0993630112185195
3104210,"Maintain (Standard)",-0.00359149094204025,-0.107708813351787
3104214,"Maintain (Standard)",-0.00335387468088683,-0.130230953858835
3104218,"Maintain (Standard)",-0.00339583229319446,-0.0804812253487086
3104222,"Maintain (Standard)",-0.00355441942426687,-0.107592275972558
3104234,"Maintain (Standard)",-0.0033969350825005,-0.033969350825005
3104242,"Protect (High Value, Negative Sensitivity)",-0.00194269120839097,-0.14057313583917
3104250,"Protect (High Value, Negative Sensitivity)",-0.00206330852967568,-0.130504264501987
3104254,"Maintain (Standard)",-0.00284400593128298,-0.0284400593128298
3104258,"Protect (High Value, Negative Sensitivity)",-0.00182226759097148,-0.113235708102968
3104262,"Protect (High Value, Negative Sensitivity)",-0.00141685547740406,-0.109749625279718
3104266,"Maintain (Standard)",-0.00346559105214922,-0.0363540501370453
3104274,"Protect (High Value, Negative Sensitivity)",-0.00203248693308555,-0.131949051695914
3104278,"Maintain (Standard)",-0.00171319237569323,-0.0727935440432053
3104290,"Maintain (Standard)",-0.0034663920996279,-0.035530519021186
3104294,"Maintain (Standard)",-0.00320710247598233,-0.106347518103574
3104306,"Maintain (Standard)",-0.0030112875318804,-0.0984088765418515
3104310,"Maintain (Standard)",-0.0032709886723421,-0.100844580768307
3104314,"Maintain (Standard)",-0.00274064379355612,-0.0734218472293686
3104326,"Maintain (Standard)",-0.00349060720354627,-0.0351155084676755
3104334,"Maintain (Standard)",-0.00182396366072041,-0.0800902443422331
3104338,"Maintain (Standard)",-0.0017336621490413,-0.102060690714062
3104346,"Maintain (Standard)",-0.00194930578836083,-0.0993951021485189
3104350,"Protect (High Value, Negative Sensitivity)",-0.00383725695361878,-0.308553831640486
3104362,"Maintain (Standard)",-0.00338643365848601,-0.107451539983761
3104366,"Protect (High Value, Negative Sensitivity)",-0.00181026701421588,-0.113087380378066
3104374,"Protect (High Value, Negative Sensitivity)",-0.00525465180376344,-0.477595302444059
3104378,"Protect (High Value, Negative Sensitivity)",-0.00419242185011451,-0.403436754636519
3104382,"Maintain (Standard)",-0.00136093682203847,-0.0628752811781774
3104390,"Protect (High Value, Negative Sensitivity)",-0.00185809873816545,-0.118435213570666
3104398,"Maintain (Standard)",-0.00168236926983822,-0.0928499600023716
3104402,"Maintain (Standard)",-0.00185933133544935,-0.0927992269522773
3104406,"Protect (High Value, Negative Sensitivity)",-0.00169949971413769,-0.135246187251077
3104422,"Maintain (Standard)",-0.00319420962327821,-0.114895720149317
3104430,"Maintain (Standard)",-0.00335352470639638,-0.1108339915464
3104434,"Maintain (Standard)",-0.00175725485900907,-0.0878627429504536
3104446,"Maintain (Standard)",-0.00330853362306094,-0.11344961793476
3104466,"Maintain (Standard)",-0.0033817959844773,-0.11244471648387
3104470,"Maintain (Standard)",-0.00329812002168489,-0.0989106194503299
3104478,"Maintain (Standard)",-0.0035772981287584,-0.14155368695497
3104482,"Maintain (Standard)",-0.00200550241559277,-0.107675424693176
3104486,"Maintain (Standard)",-0.00347520144804736,-0.10422129142694
3104498,"Maintain (Standard)",-0.00324484068727737,-0.0981888791970133
3104502,"Protect (High Value, Negative Sensitivity)",-0.0049921863541651,-0.816871453132035
3104506,"Protect (High Value, Negative Sensitivity)",-0.00422000003077558,-0.360683402630389
3104510,"Protect (High Value, Negative Sensitivity)",-0.00336416383470123,-0.322421461917766
3104538,"Maintain (Standard)",-0.0033323059465527,-0.0999691783965811
3104546,"Protect (High Value, Negative Sensitivity)",-0.00538372937410886,-0.487012159181887
3104558,"Protect (High Value, Negative Sensitivity)",-0.00525345690385848,-0.576094084077121
3104574,"Maintain (Standard)",-0.0030065736947838,-0.103245740678876
3104586,"Protect (High Value, Negative Sensitivity)",-0.00200615471000948,-0.139929291023161
3104598,"Protect (High Value, Negative Sensitivity)",-0.00420930396798386,-0.363978514111564
3104602,"Maintain (Standard)",-0.00197310736152795,-0.0857117837847741
3104606,"Maintain (Standard)",-0.00321299677437514,-0.0963899032312543
3104622,"Protect (High Value, Negative Sensitivity)",-0.00191417005154504,-0.116706948042701
3104626,"Maintain (Standard)",-0.00359172868721741,-0.0543428550375994
3104638,"Maintain (Standard)",-0.00334430738233898,-0.100295778396346
3104642,"Maintain (Standard)",-0.00304441821272888,-0.0332146027008721
3104650,"Protect (High Value, Negative Sensitivity)",-0.00405974603152684,-0.418032048866319
3104654,"Protect (High Value, Negative Sensitivity)",-0.00167006078005519,-0.108203237939776
3104662,"Maintain (Standard)",-0.00307403580123766,-0.097047310245073
3104666,"Maintain (Standard)",-0.00190355264563419,-0.106789303420078
3104670,"Maintain (Standard)",-0.00314688572521749,-0.0986863363428203
3104674,"Maintain (Standard)",-0.00340555387190739,-0.0480523651326132
3104690,"Maintain (Standard)",-0.00150870800357417,-0.0905073931344142
3104698,"Maintain (Standard)",-0.00172741213766986,-0.0784417851715883
3104702,"Maintain (Standard)",-0.00305284250920917,-0.117473379754369
3104710,"Maintain (Standard)",-0.00173070658608371,-0.0971272536110177
3104718,"Maintain (Standard)",-0.00177113111583521,-0.106250155638954
3104726,"Maintain (Standard)",-0.0034276010647824,-0.102793755932824
3104746,"Protect (High Value, Negative Sensitivity)",-0.00449333362309096,-0.484381364569205
3104754,"Maintain (Standard)",-0.00190506785866834,-0.103788096940251
3104766,"Maintain (Standard)",-0.00244311889132204,-0.0924964812254524
3104774,"Maintain (Standard)",-0.00339647682746952,-0.110351532124485
3104778,"Maintain (Standard)",-0.00348826793911816,-0.108310719509619
3104790,"Maintain (Standard)",-0.00344695210285623,-0.068904572536096
3104798,"Maintain (Standard)",-0.0033424534203001,-0.106757962244385
3104806,"Maintain (Standard)",-0.00150629072497385,-0.0791706405046257
3104810,"Maintain (Standard)",-0.00170527867275988,-0.0894077608128005
3104814,"Protect (High Value, Negative Sensitivity)",-0.00515311525425738,-0.953532446647785
3104818,"Maintain (Standard)",-0.00167476917742884,-0.0912414247863233
3104822,"Maintain (Standard)",-0.00348882492203711,-0.139518108632264
3104826,"Protect (High Value, Negative Sensitivity)",-0.00513772156988179,-0.4389669309307
3104830,"Protect (High Value, Negative Sensitivity)",-0.00421156292485139,-0.355034754564972
3104834,"Protect (High Value, Negative Sensitivity)",-0.00381400802389165,-0.356838590715302
3104854,"Maintain (Standard)",-0.00370686321419555,-0.121955799747034
3104858,"Maintain (Standard)",-0.00291676913531369,-0.0331636650685167
3104870,"Maintain (Standard)",-0.00362739408251483,-0.129425420864129
3104878,"Protect (High Value, Negative Sensitivity)",-0.00207146144969367,-0.155380323341522
3104894,"Maintain (Standard)",-0.00159410898589735,-0.0855558292731106
3104898,"Protect (High Value, Negative Sensitivity)",-0.00181120645873861,-0.122129651512745
3104902,"Maintain (Standard)",-0.0032231909390083,-0.0325542284839839
3104910,"Protect (High Value, Negative Sensitivity)",-0.00186759891474664,-0.148418085754915
3104914,"Protect (High Value, Negative Sensitivity)",-0.00444308076736399,-0.612434252973453
3104922,"Protect (High Value, Negative Sensitivity)",-0.00407455775569265,-0.347885741181039
3104926,"Protect (High Value, Negative Sensitivity)",-0.00189306761326308,-0.122292167816795
3104930,"Maintain (Standard)",-0.00297637077808849,-0.0558069520891592
3104938,"Maintain (Standard)",-0.00185362443004095,-0.102857619622972
3104942,"Maintain (Standard)",-0.00335205494381841,-0.0548396188808691
3104946,"Maintain (Standard)",-0.00196624643401422,-0.0987842208448743
3104950,"Maintain (Standard)",-0.00180146895580052,-0.0886142579358277
3104954,"Maintain (Standard)",-0.00343775540101404,-0.103098284476411
3104958,"Protect (High Value, Negative Sensitivity)",-0.00456631047734207,-0.563619702218332
3104966,"Maintain (Standard)",-0.00164356320468054,-0.0670409431189191
3104974,"Protect (High Value, Negative Sensitivity)",-0.00507738369277339,-0.415431533742718
3104982,"Maintain (Standard)",-0.00177678132571907,-0.0863871080564611
3104986,"Maintain (Standard)",-0.00289653619038785,-0.0845788567593252
3104990,"Maintain (Standard)",-0.00337572211131754,-0.0573535186712849
3104994,"Maintain (Standard)",-0.00211335021209974,-0.12415932496086
3105006,"Maintain (Standard)",-0.00179796992800896,-0.0784094685604707
3105014,"Protect (High Value, Negative Sensitivity)",-0.00498931359890475,-1.01352916448151
3105022,"Protect (High Value, Negative Sensitivity)",-0.00208577938874865,-0.162002485124108
3105050,"Protect (High Value, Negative Sensitivity)",-0.00377339283852943,-0.950555389953948
3105058,"Protect (High Value, Negative Sensitivity)",-0.00426677345820639,-0.376414754482968
3105062,"Maintain (Standard)",-0.00325442227269274,-0.035408114326897
3105066,"Protect (High Value, Negative Sensitivity)",-0.00437428436537929,-0.623204293535587
3105070,"Protect (High Value, Negative Sensitivity)",-0.00473777419277288,-0.395319878644969
3105078,"Protect (High Value, Negative Sensitivity)",-0.0017939267440189,-0.129611207255366
3105082,"Maintain (Standard)",-0.00169124804977239,-0.0845454900081216
3105086,"Maintain (Standard)",-0.00316257393027547,-0.095667861390833
3105094,"Maintain (Standard)",-0.00197852750340277,-0.0982141052689136
3105102,"Protect (High Value, Negative Sensitivity)",-0.00547746389858128,-0.606902999962806
3105106,"Maintain (Standard)",-0.00282394045742404,-0.103695093596611
3105114,"Protect (High Value, Negative Sensitivity)",-0.0013817006738705,-0.0954202485374968
3105122,"Protect (High Value, Negative Sensitivity)",-0.00425865492530295,-1.06406751963619
3105126,"Maintain (Standard)",-0.00187460792136224,-0.0922119636518084
3105138,"Maintain (Standard)",-0.00317655039311993,-0.096122414895809
3105142,"Maintain (Standard)",-0.00192956679299755,-0.0862130443111305
3105150,"Maintain (Standard)",-0.00314010948338966,-0.0244614528756055
3105154,"Protect (High Value, Negative Sensitivity)",-0.00199123634340048,-0.129111764506087
