"Churn_flag","CustomerCareCalls","DroppedBlockedCalls","MonthlyRevenue","MonthlyMinutes","OverageMinutes","PercChangeMinutes","PercChangeRevenues","MonthsInService","CreditRating_num"
0,0,7.6,58.69,562,24,5,-8.7,26,1
1,0,5,35.17,262,0,-64,0.6,24,4
0,0,2.3,38.23,35,0,-11,0,24,2
0,0.3,5.3,36.24,645,0,-271,-0.2,28,1
0,0,14.3,55.98,664,0,-80,0.9,24,1
0,0,6,82.03,648,3,118,0.6,28,1
0,2,5.7,43.94,330,11,-114,-8.2,28,2
0,0.7,6.4,42.63,270,16,78,17.1,26,3
0,0.7,4.3,30.1,217,0,92,0.3,24,3
0,0.3,2.7,87.65,698,34,134,-2.6,24,1
1,0,25,59.1,160,0,-20,10.6,26,6
0,0,3.7,55.66,250,0,99,5.5,28,2
0,0,0.3,34.99,180,0,-2,0,26,2
0,0,7,59.99,260,0,-148,0,24,2
0,0.3,41.6,143.13,1004,245,227,30,22,5
0,0,4.3,43.35,586,0,-19,-8.4,22,2
0,0,0.3,10,48,0,9,0,24,2
0,0,3,39.59,94,16,-36,6.4,28,2
0,0,0,58.17,889,62,-212,-5.2,26,2
0,0,2.3,43.21,196,0,189,11,24,2
1,0,7.3,67.25,715,6,130,6,22,4
0,7.7,2.7,50.48,614,0,26,0.5,28,4
0,0.7,7.3,42.66,74,0,14,-2.7,28,2
0,0.7,2.7,43.71,58,0,-58,106.3,28,4
1,0,9.4,51.27,554,4,-41,-1.3,24,5
0,0.7,8.6,35.73,424,9,-18,-10.7,26,3
1,0,12.7,149.99,650,0,294,0,28,2
0,0,10.3,257,954,49,290,28.8,24,3
0,0,0.7,62.33,254,0,144,1.1,26,2
0,0.7,18.7,228.34,1442,343,-287,302.2,22,3
0,0,3.7,71.31,356,0,373,-0.3,26,2
0,0,0,35.04,48,4,22,-24.6,24,1
0,0,0,19.53,18,7,25,7.3,26,3
1,0,0.3,30.88,48,0,-18,1.7,24,2
0,1.3,19,76.52,441,22,-163,-34.3,26,4
0,0,9.7,37,359,6,2,-2,26,1
1,0.3,27.4,60.34,220,0,-42,-0.3,28,2
0,8.3,7.7,73.62,582,7,250,6.4,22,5
0,0,6.3,65.92,406,0,230,26.4,22,3
0,0,11.3,50.55,398,0,310,-0.1,22,6
0,0,2,29.99,204,0,-35,0,24,2
0,0,4.3,62.03,376,2,-14,0.9,28,3
0,0,7.7,30,119,0,-9,0,26,1
0,0,5.6,42.44,417,0,54,1.3,26,2
1,0,6.3,54.1,172,0,-168,-1.6,24,2
0,0,3,24.94,92,0,-37,-24.9,26,2
0,1.3,8.3,49.99,534,0,273,0,28,3
1,0,0,28.46,3,0,-3,-0.2,22,7
0,0.3,1.6,37.99,146,9,139,7.8,22,4
0,0,4.4,68.27,226,97,-1,-2.9,22,3
1,0,0,10.11,19,0,13,0.3,24,2
1,0,2,51.08,293,0,-10,-1.1,26,1
0,0,8,39.89,285,0,-130,-1.7,22,2
0,0,7,35.3,337,0,-136,-0.3,22,2
0,0,16,84.6,1495,100,-38,-44.6,26,4
1,2.7,6.6,49.99,451,0,44,0,24,4
0,0,0,20.17,29,0,60,-0.2,22,2
0,9.7,18.6,331.64,1793,872,880,174.3,28,5
0,0,8.6,50.49,294,0,-169,-0.5,24,2
1,0.3,25,59.08,657,60,210,31.1,22,3
0,0,0.7,30.48,22,0,-22,-0.5,28,1
1,0,14,111.27,651,0,-306,1.7,22,2
1,0.3,47,43.57,579,19,-212,-43.6,26,2
1,3.7,81.7,175.73,1830,516,-668,2.3,22,3
0,0.7,0.3,19.99,26,0,-11,0,26,2
0,0.7,23,52.17,562,0,54,0.8,22,4
0,0,1,64.75,417,59,-256,-31.6,22,3
1,0,4.7,71.04,166,88,-166,-31,28,2
1,1.7,12.7,60.88,721,106,-721,-0.9,22,2
0,0.3,16.7,33.11,906,87,-195,-20.4,26,2
1,0.3,26,56.72,579,0,-156,-0.5,28,5
1,3,33.7,9.5,479,0,-140,0,26,2
0,0,0,11.24,6,0,-4,3.7,28,2
1,0,0,60.08,168,53,-168,-18.8,28,2
1,0,3.7,53.9,290,0,90,-3.9,24,3
0,6.7,36,103.08,1062,113,-44,-46.8,24,5
0,2.3,14.6,52.71,567,0,-41,3.2,24,5
0,327.3,188.4,77.78,1702,6,-427,-1.1,24,2
1,0,4,82.97,293,34,-148,-13,22,3
0,0,0.7,29.99,34,0,-34,0,24,3
0,0,6.3,40.09,302,0,-12,-0.1,28,5
0,0,15,74.53,502,0,-212,-3.3,28,2
1,0,28,60.23,456,28,-104,-5.3,26,2
0,3.3,11.3,119.34,1014,9,-51,21.7,24,2
1,0,12.7,43.99,255,0,-8,-3.4,24,5
1,2,9,42.69,243,26,213,28.3,24,7
0,9.7,41.7,73.68,1504,0,811,2.3,24,5
0,0,1.3,32.49,89,0,-44,0,26,4
1,0,7.6,41.14,316,0,15,-0.2,26,6
0,0.3,13.7,64.69,483,42,118,3.1,26,1
0,2.7,3.7,141.6,618,292,252,101,22,2
0,0,1.3,59.86,207,70,48,15.1,28,3
1,0,0.7,33.24,42,0,-42,0,26,1
1,3.7,14.7,39.56,402,6,16,-5.3,28,2
0,0,0.7,74.9,278,68,47,2.1,26,4
0,0.7,27,87.89,842,0,-54,-11.9,28,2
0,0.3,19.7,124.12,464,153,126,0.8,26,1
1,0,5.3,57.45,236,78,-85,-27.5,26,4
0,0,18,61.52,265,0,198,-1.5,22,2
0,1,4,51.19,226,0,45,-1.2,22,4
0,0,1.3,25.21,30,0,0,-0.2,22,1
0,4,7,53.97,754,31,-45,-13,28,2
0,0.3,2,24.99,84,0,-15,0,26,2
0,0,3.3,19.33,52,6,-14,-2.3,26,2
0,0,0,34.98,7,0,-6,-5,24,2
0,0,4.3,29.99,70,0,18,0,24,2
0,4.7,5.4,44.23,411,52,123,11.1,26,2
0,1,1.3,21.11,107,0,-105,-43.3,22,5
0,0.7,9.3,60.18,378,0,146,-6.2,22,4
0,0.3,1.3,35.06,404,22,256,0.7,24,2
0,0.3,3,66.21,549,46,179,39.3,22,4
0,1,10.7,50.44,347,2,-146,-37.7,28,4
0,0,8.3,50,217,0,-88,0,24,6
0,0,0.7,38.91,16,0,-4,-18.9,22,2
1,0,0.7,34.3,107,12,74,12.1,28,6
0,0,4.7,48.3,262,28,94,38,24,2
0,2.3,7.3,102.36,601,90,-8,-21.1,22,3
1,0,12.3,55.17,331,11,230,8.1,24,1
0,0,1,30.73,60,0,12,-0.7,28,1
0,0,1.7,55.95,94,0,-90,-1,22,3
0,0.3,5,65.03,239,26,-135,-26.2,22,2
0,0,7.7,156.99,824,150,-592,-107,24,2
1,0,5.4,37.27,299,8,-15,-3.3,22,2
0,3,10.3,54.32,516,40,106,3.1,26,3
0,0,0,48.72,55,0,3,-9.3,22,4
0,0,9.7,143.28,620,230,101,-66,28,2
1,0,0,15.04,2,0,-2,0,26,1
0,1,17.4,55.38,863,14,35,-5.4,24,2
1,0,1.3,18.77,23,9,25,5,24,1
0,2,9.3,107.33,630,0,50,-5.4,28,5
0,0.3,19,53.43,584,0,96,1.7,28,2
0,0,5.4,41.23,572,0,-137,-0.2,28,2
1,0,3,41.56,263,30,-40,-1,24,2
1,1,24,40.67,342,22,-120,-5.7,24,4
0,0,13.3,51.18,277,0,-15,-1.2,22,2
0,0,3.6,66.23,212,0,96,-1.2,26,2
0,9,8.7,48.3,652,27,-72,-10.3,22,5
0,0,0,59.16,286,78,98,31.3,22,2
0,0,11.3,61.35,347,0,-120,-0.4,22,4
0,1.3,20,98.47,1500,80,-286,-22.9,22,5
0,0,0.7,21.07,33,19,-28,-6.1,26,6
0,0,0.7,30.43,90,1,35,1.3,28,3
1,0,0,50.92,228,0,171,1,22,2
0,0,3,33.24,54,0,0,0,26,1
0,0.3,0.3,32.84,164,0,24,0.8,24,3
0,0,6.7,85.96,582,0,42,-1.7,28,2
0,0,10.3,84.92,374,46,24,-7.4,22,2
0,0,2.3,30.46,80,0,-38,-0.5,26,2
0,0,15,64.96,856,0,-208,14,22,2
0,0,0.7,49.99,23,0,-19,0,26,4
0,0,2.7,50.78,177,56,8,-7.9,22,2
0,0,6.6,90.25,853,7,373,-12.3,28,6
0,0,8.7,42.3,154,32,-68,-12.3,22,4
1,0,4.6,67.81,233,92,133,42.3,22,1
0,17.7,31,56.28,1517,19,145,-6.3,26,5
1,0,0,10.67,10,0,-10,-0.7,22,1
1,0,0,10,0,0,0,0,24,2
0,2.7,11.3,29.99,349,0,-14,0,26,2
1,0,30,68.87,952,50,-428,-13.9,28,7
0,0,4,35.33,112,9,-81,-3.3,28,4
1,0,4,76.78,833,86,127,-3.7,28,2
0,0.3,1.7,10.34,52,0,-6,-0.3,22,3
0,0,0,24.99,0,0,0,0,24,5
0,0,2.6,54.43,135,15,52,-2.8,22,2
1,0.3,4,41.25,312,31,-162,-10.3,24,4
0,1.3,18,58.98,614,27,241,19.4,26,3
0,0,13,95.87,646,120,-480,-45.5,22,2
0,0,4.3,35.3,25,0,13,-0.3,22,1
0,6,11.4,124.61,764,54,-85,-63.6,26,4
1,0.3,40,102.76,1630,93,-559,-23,24,2
0,0,2.7,73.82,240,0,-16,-2.6,22,3
0,0,8.3,50.69,194,0,41,0.3,22,2
0,0,2.3,24.57,290,0,-290,-24.6,22,4
0,0,4,31.4,282,4,122,4.2,28,2
1,0,6.4,38.68,361,24,-116,-8.7,22,3
1,0,9.6,38.96,460,0,-3,0,28,4
1,0,0.6,36.13,98,8,88,8.7,24,3
1,0,0,36.72,231,0,-34,-0.7,26,2
0,15,25.7,57.72,1424,28,26,-2.8,24,5
0,5.3,47.7,180.93,4353,283,206,96.2,28,5
0,0,10.3,62.49,881,0,-114,12.5,28,2
0,3.3,2,32.67,258,5,116,6.9,22,2
1,0,1,22.46,38,0,-8,-2.5,24,2
0,0,0.6,19.47,13,4,-12,-1.2,22,1
1,0,6,28.8,104,16,-55,-7.8,24,2
1,9.7,15,54.17,504,2,27,-0.9,24,1
0,1.3,15.7,169.63,1776,366,-1050,-88.2,28,2
0,0.7,3,50.69,405,0,-56,0.3,22,2
0,0,3.3,48.38,269,0,187,1.6,24,2
0,0,2,42.97,110,0,-26,-0.5,22,2
0,0,4.7,46.16,191,34,-82,-16.2,28,2
0,0,9.6,56.2,615,44,124,46.5,22,7
0,12,20.7,107.11,1012,95,34,-11.1,22,5
0,2,9.3,88.47,1272,0,-5,-8.5,22,3
1,0,13.7,43.23,84,0,60,-0.7,26,2
0,0,4.7,46.16,438,0,199,11.5,28,2
1,0,17,117.97,838,296,58,-14.3,28,2
0,0,3.3,50.96,274,0,7,0,28,2
0,0,7,64.92,294,85,18,-29.9,22,4
0,0,2.3,25.75,52,21,-12,-3.2,26,1
0,0,0.6,35.24,143,0,69,0.7,26,3
1,3.3,17.4,87.53,735,0,260,2.5,26,4
0,0,5.7,50.25,158,0,-50,0.7,26,4
0,0.3,6,97.58,281,0,27,5.2,24,5
1,2,4,111.07,755,222,662,64.6,24,3
0,0,0.3,50.45,235,0,-20,-0.4,22,1
0,0,0.3,34.85,130,8,-11,-3.1,24,2
1,0,0,48.75,0,0,0,1.2,28,7
0,2.3,7,80.99,639,47,226,34.6,26,4
1,0.3,9,85.62,649,100,-156,-29.7,26,2
0,0.7,15.6,139.7,2070,152,-515,-59.8,28,2
1,0.7,2.3,37.61,140,8,-30,-4.4,26,7
0,0,10,132.67,976,125,1253,127.3,24,4
1,0,2,34.99,127,0,-49,0,28,2
0,0,1,19.11,105,0,-77,-32.7,26,2
1,5.3,3.4,68.22,845,44,-75,11.2,22,2
0,0.7,1.3,34.49,116,0,80,-0.3,24,2
0,0,10,86.67,465,108,-85,8.6,22,5
0,0,6,51.68,230,33,-48,-9.2,22,2
0,12,15.7,85.27,1461,136,206,112.3,24,5
0,0,11.3,53.88,508,8,-34,-2.9,28,3
0,0,4.7,57.45,228,0,180,-1,22,2
0,3.7,4,120.78,790,230,-42,-15.8,22,3
0,1.7,46.3,80.78,1512,104,-636,6.6,26,3
0,0,1,34.98,115,0,-105,-2,26,2
0,0,2,30.26,84,0,33,-0.3,22,3
0,0,0.3,33.35,76,0,-16,-0.4,22,2
0,4.3,35,63.45,616,40,41,12.3,24,4
0,2.3,19,50,335,0,45,0,24,3
0,4.3,2.3,71.22,195,0,22,-1.2,24,5
0,1.7,8.4,72.04,772,65,-236,-19.1,22,2
0,0,5.3,39.26,342,8,6,-4.3,28,3
0,0,13.7,104.26,1083,0,63,-10.1,24,2
0,0.7,12.4,153.63,692,292,30,13.2,26,4
0,0,0.7,32.44,108,7,4,-2.5,28,2
0,0,0,34.99,59,0,-59,0,24,2
0,0,0.7,30.84,46,0,-28,-0.8,22,2
1,0,0.7,51.44,100,0,-70,-0.4,22,2
1,2.7,29.3,98.48,1708,40,-896,-9.3,22,6
0,0,1,50,206,0,-63,0,28,2
1,0.7,61.6,41.6,295,6,230,-2.5,24,3
0,0,1.6,39.86,98,19,122,21,24,6
1,0.3,5,144.79,343,0,74,-63.3,22,1
1,0,0.3,29.99,33,0,-9,0,24,3
0,0,2.6,30.41,171,0,11,0.6,28,1
0,0,2.7,27.01,62,0,-14,-9.9,28,3
0,0,0.3,26.02,21,0,-17,-1,22,4
1,14,16,59.69,512,15,-10,-0.8,24,2
0,0,11.4,87.74,696,83,-155,-34.5,22,3
0,2.3,24.3,96.93,370,182,-70,-25.1,22,2
0,0,8.7,35.84,298,9,9,15.2,26,2
1,3.3,27.3,150.01,2042,288,-158,-20.5,22,2
0,4.3,31.3,41.45,296,31,6,-9.7,26,2
1,0,5.7,63.08,246,0,-166,-15.6,26,1
1,0,2.6,52.42,104,0,-96,-4.9,26,2
0,4.3,5,53.79,1066,34,280,41.4,28,2
1,1.7,10,40.73,477,0,22,1.2,28,2
0,0,2.7,13.81,133,1,-133,-13.8,28,4
0,0,19,74.31,2278,31,780,-42.5,28,1
1,0,20,63.25,440,69,-14,8.9,24,2
1,0.3,0.3,42.49,0,0,0,0,26,2
1,0,0.7,17.41,16,0,-14,-0.4,22,1
0,0,8.7,62.39,130,8,-130,-2.4,26,3
0,0,17,51.56,362,38,-71,-16.6,28,3
0,0,4.3,75.89,425,14,-309,-5.9,22,4
1,0,4.6,79.26,835,261,-180,-36.7,22,3
1,0.3,7,30.11,229,0,-42,-0.1,24,3
0,2,5,84.07,511,0,331,-2.7,28,5
0,1.3,23.3,296.06,1916,666,-875,-133.2,22,2
1,0,1.3,33.19,69,0,-32,-0.2,28,1
1,0.7,3.4,47.05,183,47,365,54.2,26,2
0,0,0.6,42.87,97,0,-54,-0.4,22,2
0,0,1.6,15.19,13,2,-11,-0.9,26,2
0,2.7,13.7,94.16,1238,30,293,39.8,26,3
0,0,38.7,59.67,1015,9,19,8.3,22,4
1,0,0,36.23,0,0,0,0,28,2
0,1.3,1,31.75,158,5,41,4.9,26,2
0,3.7,1.4,25.64,344,23,248,16.5,28,2
0,0,4,30.26,167,0,0,-0.3,22,2
1,0.7,9,78.14,330,0,-14,-15.2,22,5
1,0,10.7,64.28,254,90,-208,-33.3,24,3
1,0,3.4,61.2,279,0,56,-0.2,26,1
1,0,16.3,115,740,118,210,35.8,22,3
0,0,8.4,85.15,254,0,68,6.2,26,2
1,0,3.4,45,50,0,-20,0,24,2
0,5.3,31.7,96.04,2634,41,-704,-17.8,24,5
1,2,9.6,50.31,216,0,-92,0,28,6
0,0,4.3,34.51,99,3,6,-1.3,24,3
0,0,15.7,142.63,1029,112,419,42.9,22,2
0,5.7,59,54.58,559,0,581,0.8,26,5
1,0.3,9.3,97.78,701,154,209,58.7,26,5
0,0,3.3,35.8,36,0,-20,-0.8,22,2
1,0,10.3,62.76,204,78,-204,-29.5,22,3
1,0.7,9.7,23.6,49,0,-49,11.2,26,5
0,0,8,30,188,0,28,0,26,2
0,5,2.3,50.51,284,48,278,44.3,28,2
1,0,1.3,38.24,3,0,-2,0,26,2
0,0,28.7,50.67,604,74,-92,3.7,26,7
1,0,2.3,30.48,25,0,-7,-0.5,24,5
0,0,1,30.27,62,0,-46,-0.3,22,2
0,0,2.6,54.92,54,0,2,-4.5,22,2
0,0,3.3,38.55,276,0,-18,-0.3,22,5
1,4.3,20.3,34.22,294,1,-38,-4.2,26,3
1,0,4.7,160.47,873,234,275,36.1,28,6
0,0,2,40.05,138,30,-34,-10.6,24,2
0,0,0.7,48.24,62,0,14,0,24,2
0,0,4.6,20.53,78,1,-12,-0.5,26,2
0,0,6,30,369,0,-133,0,28,1
0,4,7,32.23,192,0,-192,-32.2,26,5
1,0,31,76.61,1253,71,285,5.9,28,2
1,0,11.7,73.93,532,0,40,19.3,22,5
1,0.3,36.7,49.5,276,20,-276,-9.5,24,5
1,0,17,37.36,20,0,16,-17.4,22,2
0,0.7,34.3,47.14,802,0,198,-0.2,22,2
0,0,2.4,36.3,58,4,-6,-3.1,22,3
1,0,2.6,35.52,103,65,53,8.3,26,1
0,10.3,6.4,39.54,887,12,-48,3.5,24,3
0,0,5.3,29.23,72,0,14,-0.7,24,1
0,0,18.7,54.73,519,16,58,1.3,24,2
0,13,5.3,88.74,952,123,-102,-9.1,26,4
0,0,2.6,16.03,10,10,-8,-2.2,28,6
1,0.3,3,29.1,102,7,53,10.3,28,2
1,1.7,5,28.8,360,0,-64,9.9,26,2
0,0.3,5.7,41.77,410,0,16,-8.3,22,6
0,0,5,30,145,0,15,0,24,2
1,0,0.3,29.99,34,0,24,0,24,4
0,0.3,0,22.96,58,0,175,71.4,24,6
0,6,29,220.41,1910,305,142,48.3,26,2
1,0,5,58.24,254,0,-254,0,24,2
1,0,17,14.96,460,0,-300,-2.4,24,1
0,0.7,9.3,73.14,920,136,39,30.1,26,6
1,0.7,21.7,85.97,1506,50,394,63.4,22,5
0,0,0.7,19.99,55,0,8,0,24,2
0,8.3,3.6,47.48,336,0,-23,0.6,22,5
0,0.7,9.3,57.32,199,2,23,3.7,24,2
0,0.3,20.6,71.6,946,46,-364,-16.6,26,4
1,0,0,75.43,382,92,-35,-10.7,26,3
1,0.3,13.7,58.94,455,16,-178,-5.7,26,3
0,0,8.7,135.89,1020,105,-74,-35.7,24,2
0,0,3,42.87,75,0,-40,-0.4,22,1
0,0,4.7,72.38,257,0,-138,-2.4,22,1
1,0.3,35.7,72.76,531,145,-21,-0.4,22,5
1,4,7,96.53,1150,147,-1150,-115.1,24,2
0,0,7,32.28,224,0,26,-0.3,22,4
0,0.7,16.4,63.06,930,62,-174,28.1,24,2
0,0.3,15.7,128.48,1705,102,1,22.1,24,2
1,0,9,30.15,59,0,8,0.5,28,3
0,10,9,77.68,623,56,-47,-22.7,26,3
1,0,0.7,10,0,0,0,0,28,2
0,0.7,48.3,395.45,2766,738,-566,-136.8,22,2
0,0,0,19.99,18,0,4,0,26,2
1,6.3,14.6,37.19,624,6,132,-2.2,28,2
1,1.3,42,91.42,1144,169,466,45.5,24,6
0,0,1.3,37.02,130,0,-12,-0.1,22,2
0,0,5.7,51.84,413,28,86,-7.4,26,3
1,1.3,8,75.75,817,84,-47,-11.7,22,2
0,10.3,14.3,74.14,1178,92,24,15.1,24,1
0,0,1.3,28.18,33,6,13,0,22,1
1,0.3,7,38.48,214,0,152,0.7,24,3
0,0,0.3,36.43,282,11,91,3.9,26,3
1,0,10,43.8,412,24,-68,-8.8,28,2
1,2,14,113.35,1048,76,141,-0.6,24,4
0,0,3.3,30.75,138,0,39,-0.8,22,2
0,1,14,173.41,1431,0,1513,186.8,24,5
0,0,3.3,54.52,443,0,38,5.8,22,2
0,0,1.3,30.52,170,0,-56,0.5,22,2
0,0,3.6,70.98,404,0,30,-1,26,2
0,0,2,32.8,168,0,-107,-2.3,28,2
0,0.7,6,96.7,442,0,196,4.2,24,3
0,0,3.6,39.99,282,0,-45,0,28,6
0,4.3,5,78.49,778,17,14,-3.2,22,5
1,0,0.6,7.82,4,1,5,3.4,24,2
0,6,18.3,58.67,467,8,-56,-8,24,3
0,0,3,65.41,285,20,-80,-15,24,2
0,0.3,20.3,92.82,992,65,252,67,28,3
0,0.7,19,81.86,680,102,-250,-46.4,24,2
0,0,7.6,33.98,107,10,-7,-4,22,6
1,0.7,18,102.26,1139,167,293,105.5,26,2
1,11,42.3,50.41,272,74,-238,-11.4,24,4
0,2.3,4.3,55.12,414,12,124,0.6,22,2
0,1,7.6,60.59,342,34,-236,-7.6,26,2
1,1.3,3,207.65,1004,148,156,45.3,26,2
0,0.7,3.7,66.62,465,0,-124,5.4,22,6
1,0,0.3,28.27,30,0,-12,0,28,4
0,4.7,10.4,79.56,667,10,-65,2.7,22,3
1,0,5,68.48,196,0,-10,1.9,24,1
0,4.3,23.7,30,301,0,26,0,24,2
0,0,1.3,34.98,32,0,-6,0,28,2
0,0,0,30.27,4,0,8,-0.3,22,7
1,0,1.6,70.96,548,0,79,2.9,26,2
0,0,0.3,29.99,45,0,-28,0,26,3
1,1,2,51.99,233,0,-18,0,24,2
0,0,6.7,10.25,370,1,128,0.8,26,1
0,10,29,172.48,2259,301,436,94.3,24,3
1,0,2.7,41.16,339,30,125,31.5,26,3
0,0.3,31,68.16,1566,57,62,-16.6,24,2
0,0,0,34.82,12,0,NA,NA,28,3
0,2.7,2,42.59,197,12,165,-7.6,22,2
0,0,6.7,51.62,900,51,90,-15.6,22,2
0,0.3,2.6,49.99,232,0,14,0,24,5
0,0,27.4,30.27,399,0,13,-0.3,22,2
0,3.3,0,15.32,6,0,9,1,24,3
0,2,7.6,57.73,822,0,-378,18.3,26,6
1,0,3,66.78,348,43,-62,-10.8,28,6
0,0.3,20,49.99,1560,0,-278,0,26,3
1,0.3,1.6,30.51,210,0,39,-0.5,24,2
0,0,1.3,40.68,124,21,26,3.1,28,2
1,0,10.7,47.33,379,50,-27,-6.8,26,2
1,0.3,16.7,54.73,469,48,205,50,24,2
0,0,2,49.99,765,0,7,0,28,2
0,1.3,2.7,56.3,274,76,592,102.7,22,4
0,0,10.7,73.96,1258,50,66,35.3,28,2
0,0,1.3,46.64,240,15,136,17,28,2
0,0,0.7,30.26,92,24,-66,-0.3,22,2
0,9,50,91.1,2054,4,166,-12.6,22,6
1,0,5.7,92.84,643,122,41,10.8,26,2
0,1,12.3,38.03,238,10,-52,-8.5,26,6
0,0,2,35.55,118,0,0,-1.8,22,2
0,3.3,11,61.58,782,18,-54,-8.3,24,5
0,2.7,2.6,49.34,1153,23,-154,-9.3,26,4
0,0,0,31.66,130,0,9,-1.3,22,2
0,0.7,37.6,71.47,642,97,-176,-29.2,22,2
1,0,2.6,66.97,227,0,-36,2.5,24,2
0,0,1.3,19.99,4,0,-4,0,28,1
1,0,8.3,38.71,196,7,-4,-2.1,22,6
1,2,3.7,70.63,462,70,146,29.2,22,5
0,0,1,33.51,40,0,-8,-0.3,22,2
0,0,2.3,64.02,601,85,-49,-14.8,26,3
1,0.7,2,66.88,471,72,69,19.1,24,7
0,3.3,26.3,85.21,1257,78,-8,-8.4,28,2
1,3,20.4,44.72,917,88,-863,-9.7,28,1
1,0,3.4,36.45,168,2,-56,3,24,2
0,0.7,70.4,220.55,1523,414,-94,-84.7,28,3
1,0,4.4,39.99,8,0,-8,0,24,2
0,1.3,11.4,22.41,1253,0,-248,-12.8,28,1
0,0.3,17.4,112.78,1302,39,-42,35.4,26,4
0,0,0.7,10,272,0,58,0,28,1
0,0,4,33.76,80,4,14,-1.8,22,7
1,0,3.7,39.08,100,0,-99,20.9,22,2
0,0,0.7,15.08,8,0,4,-0.1,26,1
1,0,1.7,30.48,84,0,-19,-0.5,26,6
1,0,1.3,50.55,181,62,-99,-22.1,22,4
0,14.7,53.3,132.73,1829,192,-110,-31.5,26,5
0,0.3,2.6,54.95,378,0,-82,-1.7,22,3
0,0,7.6,82.41,1033,0,190,1.9,26,2
1,0,0.7,10,38,0,-38,0,24,2
0,0,5,58.86,242,79,182,51.6,26,5
0,0,3.7,19.99,73,0,12,0,24,2
0,0,13.7,108.08,1127,80,188,31.9,22,2
0,0,0.7,26.92,36,13,-30,-4.9,22,7
0,1.7,11.4,72.21,821,0,65,0.3,26,4
1,4.7,18.3,79.49,901,0,-38,-0.2,28,2
0,5.3,11.3,47.83,575,35,10,-5.9,26,3
0,0,4,86.38,152,70,272,68.3,22,6
1,0,0,16.99,0,0,0,0,24,2
0,1.3,59.3,117.78,946,0,-82,-4.6,26,3
0,0,7.6,42.1,259,0,282,2.8,24,2
0,0.7,4,99.64,689,140,69,7.3,28,5
1,1.3,4.4,52.16,281,0,80,2.8,24,2
0,0,1.3,33.91,68,4,71,4.6,22,1
0,0,0,19.18,30,6,-1,-19.2,28,2
0,2.7,19,141.54,785,294,94,-85.1,22,6
0,0,17.7,48.58,433,47,-51,-11.8,26,4
0,0,0,51.08,143,0,-34,-1.1,22,7
1,0.3,6.3,39.62,193,28,34,6.8,26,2
0,0.3,1.7,27.04,256,0,-218,-37.7,24,7
1,0,0,30.34,10,0,0,-0.3,26,1
0,0,0.3,30,101,0,-33,0,26,1
1,0,3.7,29.75,206,0,-57,3.8,24,3
0,0,3.7,44.4,148,0,24,-9.4,22,2
0,12.7,108,90.14,1842,15,286,-3,26,5
1,0.3,1.3,57.11,189,0,-80,-7.1,22,3
1,0.3,3,38.23,128,0,1,0,24,5
0,0,3.7,18.34,28,9,26,7,22,3
0,0,1,29.99,15,0,13,0,24,1
0,0,3.3,116.68,722,190,69,0.2,24,2
1,2,20.3,94.59,1378,0,15,-2.7,24,2
0,0,2,32.12,90,2,-81,-2.1,22,2
0,0,5,50.45,373,0,-10,-0.4,22,2
1,0,3,32.78,181,0,20,-0.3,22,2
0,0,0.3,31.93,107,0,20,5.8,24,3
0,0,5.4,85.22,368,0,-96,4.9,22,2
0,0,5.7,54.98,445,0,49,0,26,2
0,0,2,34.99,159,0,-36,0,24,2
0,0.3,8.3,40.73,288,0,60,-0.7,26,2
1,0.3,32,52.72,1404,0,-362,-4,28,2
0,0,12.3,34.69,450,99,144,15.8,24,2
0,0,9,61.88,430,48,-128,-24.4,24,3
0,0,14.7,45.02,575,0,81,81.3,26,1
1,0,3,49.73,408,38,122,10.4,28,2
0,0,1.3,37.28,376,0,24,-0.3,22,2
1,0,0,40.37,16,0,-16,0,26,1
1,0,1.6,35.69,53,0,25,-0.7,24,7
0,11.7,2.7,59.35,521,0,-58,-9.3,22,2
0,0,0,28.38,76,0,50,39,26,4
1,0,16,118.54,753,192,-280,-62.3,26,2
0,1,8,34.99,142,14,-24,-5,24,3
0,0,2.7,36.23,24,0,-24,-0.5,24,2
0,0,14.4,133.41,491,274,15,9.2,22,3
0,0,1,53.98,36,0,-8,0.2,26,2
0,0,16.6,92.23,954,102,-463,-33.2,24,3
0,0,11,52.59,345,0,-125,2,22,2
0,0,7.3,30.74,243,0,-79,-0.7,28,2
0,0.7,32,140.26,1887,51,-358,-30.9,22,4
0,0,19.6,30.67,308,2,80,2,24,2
0,0,2.7,65,436,50,296,45,28,3
1,0.3,5,55.68,402,4,88,-2.4,22,2
0,1.7,23,86.74,583,0,-266,-7.8,22,4
1,0,2.3,44.26,175,40,-41,-14.3,22,4
0,0,0,29.99,39,0,68,0,26,2
0,0,16.3,84.67,904,0,142,-5.6,22,3
0,0,0.7,36.1,164,41,203,31.4,22,3
1,0,6.7,63.65,315,71,-140,-24.8,26,3
0,0,4.7,49.99,645,0,59,0,26,2
0,0,8,53.72,365,0,58,0.2,28,2
0,1.7,115,230.87,2689,375,-931,-127.8,26,3
0,0,0.6,29.99,20,0,0,0,26,2
0,0.3,25,187.53,2362,109,-277,-38.3,24,4
0,0,5.3,107.96,786,0,-78,-12.3,26,1
1,1.7,25,54.51,456,9,-173,-4.5,24,1
0,2,2,79.97,814,0,-76,8.3,28,4
0,2.3,3.7,48.64,784,40,116,12.1,22,5
1,0.7,4,71.25,254,0,-254,0,24,2
