"DroppedBlockedCalls","CustomerCareCalls","OverageMinutes","MonthlyRevenue","MonthlyMinutes","PercChangeMinutes","PercChangeRevenues","MonthsInService","CreditRating_num","Churn_flag"
7,0,84,102.05,908,-311,-23.8,33,1,0
0,0,0,13.95,0,0,-23.3,37,1,0
6.7,0.7,0,32.49,87,-45,0,33,1,0
9.3,1,29,46.68,215,-87,-13.4,37,5,1
4.3,0,4,31.44,470,-64,2.8,33,1,1
8,0,88,72.62,654,249,27.9,35,1,0
5,0,0,30.27,28,-16,-0.3,31,1,0
4,0,0,34.99,195,-2,0,37,1,0
4.7,0.3,203,102.07,410,33,11.1,33,1,1
8.3,2.7,30,68.46,1732,142,6.5,33,1,0
6.3,1,0,58.15,409,-54,-1.2,37,5,0
12.7,0,9,39.42,604,152,8.9,31,1,0
4.3,0.3,0,47.99,225,-10,-0.5,33,1,1
34.7,0,31,58.06,532,-32,-8.1,33,1,1
1.7,0,0,36.33,106,54,26.4,33,1,0
0.7,0,0,85.09,234,-234,-0.1,33,1,1
3.7,0,0,50.66,402,-194,-4.7,31,1,0
11.7,3.7,50,71.03,1201,-439,-19.1,35,1,1
5,0,0,33.42,296,32,-0.9,31,1,0
3,0,43,56.21,237,318,35.3,31,1,1
10.7,0,0,38.56,283,-67,-2.2,37,3,0
19.3,6.7,58,50.37,840,256,-16.4,31,1,0
11.7,0,12,73.32,826,108,-0.9,31,3,0
17,0,37,62.36,662,66,5.6,31,5,0
15,0,0,85.09,963,312,-0.1,33,1,0
1,0,0,35.37,47,-15,-3.4,33,4,0
0.3,0,38,35.41,51,-51,-16.4,35,4,0
1.3,0,0,30.5,83,-62,-0.2,31,1,1
9.7,0,66,56.16,353,91,29.6,37,1,1
9,0,34,95.67,825,-266,-8.9,31,1,0
1,0,0,34.99,354,88,0,35,1,1
23.7,0.3,38,158.05,2548,324,3.2,35,3,0
2,0,0,30.26,34,-2,-0.3,31,1,0
34,3.7,28,49.8,320,62,9.3,31,1,0
10,0.3,166,124.55,1167,245,67.8,31,3,1
9,0,2,45.45,342,92,2.6,35,1,0
13.3,2,25,76.81,1110,102,-73.9,35,1,0
1.3,0,4,40.08,342,148,1,31,1,0
9.3,0,2,30.71,116,-60,-0.3,37,2,1
5.7,0,56,50.34,277,-21,-3.5,33,4,1
16.3,0,0,53.07,261,-55,-2.3,33,1,0
5.3,0.7,0,38.54,253,5,0.4,31,3,1
2.7,0,0,30.1,116,-22,-0.1,35,1,0
4,0,0,30.25,92,-12,-0.2,33,1,1
32,0,65,26.31,343,-183,-16.3,37,1,0
0.7,0,4,28.16,119,266,17.5,35,1,0
4,0.3,40,44.07,644,509,36.6,33,1,1
19.3,0,0,55.05,318,-69,-0.1,33,5,0
22.3,0,94,80.24,406,346,6,31,1,1
16,2,29,110.03,1589,-122,-2.1,33,2,0
0.7,0,10,33.31,126,-43,-3.3,35,1,1
2.3,0,0,35.61,65,-1,-0.2,35,1,1
7.3,0,76,72.25,619,-4,-4,35,1,0
32.3,1.3,80,84.67,501,196,47,31,1,0
9.3,0,125,70.03,529,-85,7.8,31,1,0
0,0,0,91.51,1294,-182,-3.7,31,1,0
12.7,0,6,41.41,194,6,-3.1,35,1,0
22,0.7,34,529.12,2742,-1046,-401.8,33,4,0
33.3,5,296,215.5,1094,-138,-50.8,37,1,0
4.3,4,0,50.48,587,-141,-0.5,33,3,0
17.3,7.3,48,83.41,737,-28,-11.4,35,1,0
4,0,18,15.57,192,139,15.2,33,1,1
17.3,1,320,165.58,735,-246,-63,33,3,1
3.3,0,11,43.87,256,52,-20.9,35,1,1
16.7,7.7,24,63.44,1012,-422,-10.2,33,1,0
5.7,1,80,34.25,434,-108,-24.2,31,5,0
12.3,12.7,238,164.95,1518,43,156.4,35,5,0
9.3,4.7,13,50.58,359,56,15.4,35,6,0
7,0,0,51.48,154,-57,-2.5,37,3,1
1.3,0,94,57.17,140,-76,-26.6,31,1,1
8,0.3,0,56.01,331,-14,-10,33,1,0
1,0,15,22.59,83,111,-1.3,31,1,1
45,1.7,124,103.26,1073,-174,-53.3,35,3,0
1.7,1,28,35.78,376,16,-10.8,35,4,1
0.7,0.7,0,34,196,24,0,37,1,0
2,0,0,53.35,194,30,9.8,31,1,0
1,0,29,44.47,185,-70,-11.5,33,1,0
2.3,0,0,32.49,66,20,0,35,1,0
1,0,0,32.59,26,-8,-0.1,33,1,0
4,0,229,108.85,799,-250,-58.9,31,1,1
1.3,0,1,33.93,166,-73,-3.9,33,1,0
0,0,1,32.16,284,-30,-2.2,37,1,0
8.7,1.7,12,54.38,314,26,-15.9,33,1,1
3.7,0,0,35.74,60,-34,0,35,1,1
4.3,0.3,80,71.98,1051,-285,-32,37,1,0
5,0,66,61.8,513,126,48.4,33,1,0
5.3,0.7,0,29.99,94,-23,0,37,1,0
4.3,0.7,9,35.52,216,-172,-0.5,33,1,1
9,0,164,102.95,1274,-135,12.4,35,1,0
10.7,4.7,8,52.56,817,86,-2.6,33,1,0
10.3,0,334,150.04,1312,763,222.4,35,1,0
4.7,0,0,58.74,200,-32,-8.7,33,1,0
8.3,4.3,0,75,495,-112,0,35,7,0
8.7,3.3,321,149.33,1182,306,21.9,33,2,1
3,2,0,34.43,107,-75,-2.9,31,1,0
6.3,0,93,56.43,445,-67,-23.9,31,1,0
4.3,1,0,45,173,-33,0,33,1,0
2.3,0,0,32.36,273,44,1,31,1,0
1.3,0,8,35.58,171,1,-3.1,31,1,1
0,0,0,23.39,6,0,-0.2,31,1,0
9,5,0,49.99,678,-178,0,37,1,0
7.3,0,0,52.85,179,-179,-2.9,33,3,1
3.7,1.3,0,34.99,94,-32,0,33,1,0
2.3,0,0,34.41,187,26,-1.3,31,1,0
41,0,0,57.27,404,18,-2.1,33,1,0
2,0,0,44.48,62,-52,-9.5,31,1,1
3.7,0,0,51.35,251,-14,2.3,31,3,0
3.3,0.7,0,42.94,180,-120,-46.7,31,5,0
6.3,2,28,46.58,260,-71,-14.2,37,3,0
5.3,0.3,98,72.59,290,-180,-37.8,31,1,1
0,0,0,30.47,93,44,-0.5,37,1,0
0.7,0,0,44.07,34,-34,105.9,35,5,0
1.7,0.3,11,84.99,224,-42,0,37,1,0
5.3,0.3,4,43.07,313,-120,-3.6,31,5,0
18.3,1.3,17,15.1,398,-94,-5.1,37,2,1
2.7,0,0,32.99,69,-24,0,37,1,0
7,0,15,55.18,506,-56,-5.2,31,3,1
2,0,0,33.41,116,59,3.9,33,1,0
39.3,7,0,33.7,1206,-178,2.3,35,1,0
7.3,0,94,64.67,606,-260,-32.7,35,1,0
16.7,0,0,38.59,389,36,-34.6,35,1,0
19,0.3,66,58.03,662,78,-23,35,1,1
3,0.3,0,87.26,384,-70,-12.3,31,1,1
1,0,0,91.75,366,0,0,33,4,0
4.3,0,0,50.7,94,-94,-0.7,31,1,1
0.3,0,0,30.27,125,-112,-0.3,31,4,1
6.3,0.3,2,32.31,157,-92,-2.3,37,4,0
8.3,12,0,82,914,-108,-5,33,3,0
10.7,0.3,110,87.12,637,198,38.1,33,1,0
15.3,1.3,370,127.39,727,787,154.2,31,1,1
0,0,0,36.78,26,-24,-1.8,31,1,1
7.3,1.3,0,31.17,296,28,0.6,31,1,0
0.7,0,6,20.55,36,-27,-3.6,35,1,1
0.3,1,0,29.99,146,6,0,33,5,0
3.3,0,0,50,105,-55,0,35,5,1
3.3,0,32,32.37,50,-36,-12.4,33,1,1
22.7,9.3,45,58.62,682,160,13.7,35,6,0
15.7,0,17,45.98,480,42,19.9,33,3,0
1,0,0,33.29,42,-42,-3.3,33,1,1
2.7,0,0,31.15,48,7,-0.3,31,1,1
2.3,0,34,46.53,182,266,48.4,33,1,0
4.3,0,69,56.65,275,-129,-25.7,37,1,0
8.7,2.3,37,64.88,1094,103,-6.5,31,1,0
13.7,2.3,0,34.99,970,165,0,35,3,0
2,0,40,65.5,391,126,6.2,33,1,0
3.3,0,70,50.28,562,-67,-17.8,31,3,1
0.7,0,11,39.12,79,-43,-4.1,31,1,0
10.3,0,203,128.19,882,-296,-89.2,37,2,1
0,0,0,5.04,0,0,0,31,1,0
7.7,0,0,49.99,244,14,0,33,1,0
2.7,0,15,45.24,195,119,3.3,33,1,0
1,0,0,33.05,150,57,8.7,33,1,0
0.7,0,0,32.49,60,6,0,33,1,0
26,0,35,89.8,950,-128,-6,35,3,0
5.3,0,0,32.23,88,-50,-2.1,33,1,0
0,0,0,17.14,14,2,-0.2,31,1,0
15,0,60,54.97,1014,233,-4,35,1,0
6.3,0,4,38.6,310,-23,-4.8,31,1,1
32,5,18,65.47,1233,-49,-7.2,35,7,0
2.3,0,0,36.69,206,-20,8.7,35,3,0
19,0,5,61.99,341,-106,-2,33,1,0
0,0,0,39.73,71,-38,-9.7,31,1,0
1.3,0,5,41.78,235,140,25.9,37,1,0
6.7,1.7,68,50.43,716,201,60.6,35,6,0
4,1.7,0,14.6,320,-35,-0.8,33,4,0
8,8.3,49,65.49,1018,677,-5.5,31,1,0
10,0.7,54,102.64,589,22,2.8,31,1,0
4,0,1,50.64,568,282,1,37,1,0
2,0,0,31.54,81,-8,-1.5,35,1,0
4,0,0,32.49,232,-16,0,37,1,0
1.7,0,0,100.98,178,-178,-1,33,1,0
31,7,57,91.7,1459,-1434,-111.8,33,5,0
9.7,0,71,72.48,589,-323,-17.3,31,1,0
12,0,124,117.36,1001,-556,-29.4,33,1,1
6.7,0,0,62.48,404,-36,-0.5,35,1,0
0.3,0,0,20.17,12,11,-0.2,31,3,0
7,0,30,54.78,203,133,28.2,31,1,0
1.3,0,0,103.64,189,-5,6.4,35,1,0
2.3,0,0,25.71,86,-16,-0.7,31,1,0
0,0,0,17.73,13,-3,-0.4,31,1,0
2.3,5.3,1,35.74,519,-143,-0.7,33,1,0
2.7,0,0,47.49,644,-32,0,37,1,0
7.3,0.3,0,35.61,254,-18,-0.6,33,1,1
2,0.7,0,31.07,72,23,1.6,35,1,0
0.3,3,0,30.26,156,28,-0.3,31,3,0
3.3,0,0,35.32,231,37,-0.3,33,1,0
5.7,0.3,0,84.99,474,-62,0,37,1,0
32,16.3,140,162.55,1521,-217,-61.6,33,1,0
0,0,32,39.66,81,126,41.9,33,6,0
3,0,5,41.89,649,29,-1.9,37,3,0
6,0,0,75.48,562,-114,0.5,37,3,1
1,0,0,35.3,144,-30,-0.3,31,1,0
35.7,0.3,0,101.36,1109,284,4.1,35,4,0
1.7,0.7,0,39.7,166,36,0.6,31,1,1
3,0,0,35.26,137,103,6.6,35,1,0
1.3,0,0,51.29,159,4,-1.3,31,4,0
2.3,0.3,0,30.24,108,48,-0.2,35,3,0
10,0,0,32.04,250,-94,-1.2,35,1,1
0,0,0,5,0,0,0,37,1,1
0.3,0,0,32.55,159,66,3.5,35,1,0
26.7,0,650,272.91,2173,-123,-26,31,1,0
12.7,0.7,22,51.28,804,-182,-0.3,33,3,1
18.3,0,87,75.52,588,-14,-18.6,31,1,0
6.7,0,0,94.69,755,-153,-2.5,37,1,0
7.7,9.7,82,176.89,1230,-86,-25.9,35,4,0
4.3,0,104,42.22,480,-4,13.5,33,1,1
4.3,0,0,31.75,128,42,0,37,1,0
3.7,0,0,49.99,254,-13,0,35,1,0
19,0,4,90.09,1215,74,-1.9,37,1,0
2.3,0,36,53.52,344,-339,-23.1,31,6,0
5,0,6,28.04,209,155,7.3,31,1,1
2,4.7,45,52.2,201,-173,-29.8,37,1,1
2.3,0.7,22,39.82,304,-166,-7.3,37,1,0
8.7,2,0,50.6,735,57,-0.6,33,1,0
5,1,6,42.23,744,-34,-2.2,35,1,0
0,0,0,40.4,412,-199,-3.6,35,1,1
13,2.7,0,155.32,1630,-196,0.3,37,3,0
4.7,0,0,28.86,140,-62,0.1,31,1,0
2.3,0,0,33.62,100,-86,-0.6,33,1,1
2,0,28,68.39,292,92,-8.4,35,1,1
3.3,0.3,45,61.68,563,43,-6.9,35,1,1
8,5.3,21,64.28,817,-40,-3.8,31,1,0
3.7,2.3,0,70.5,402,-52,-1.3,29,5,0
10.7,3.3,69,80.71,996,942,82,37,4,0
15.3,1.3,1,70.39,461,-76,-0.4,35,1,0
1.7,0,16,23.04,28,18,0.2,31,1,0
0,0,0,16.99,2,-2,0,33,1,1
2,0,0,45.74,38,-35,-0.7,33,1,1
0,0,0,45,50,-20,0,37,3,0
0,0,0,30.87,42,-25,0,37,1,0
0.3,0,0,35.84,68,130,10.2,35,1,0
2.7,0,6,80.78,483,-230,-2.5,33,3,0
2,0,0,30.04,18,-4,0,37,1,0
0.7,0,0,30.15,46,-16,-0.2,33,1,1
12.7,0,158,59.98,548,131,-32.1,31,5,0
51.7,0,118,79.27,536,-365,-29.3,33,1,1
5.3,0,0,41.38,306,-144,-5.4,37,1,1
1,0,0,37.47,80,-80,-2.5,35,3,1
0,0,0,30.25,50,-21,0.7,35,1,0
10.7,0.7,110,71.53,714,-95,-14.5,35,1,0
4,0,1,36.57,563,87,0.9,31,1,0
11,0.3,0,60.06,655,-240,-1.4,35,1,0
0.7,0,0,74.99,213,26,0,37,1,0
12.7,0,118,75.01,654,-104,-17.8,37,1,0
1,0,0,11.15,100,14,0.5,31,1,0
0,0,0,119.15,816,-172,-1.2,31,3,0
19,0.3,133,123.3,652,79,10.9,33,1,0
2,0,0,10,118,22,0,33,1,0
21.3,0,190,128.88,670,-3,-18.7,31,1,1
0.7,0,0,31.11,58,-10,0.2,33,1,0
7.3,0,15,37.31,340,134,16.7,33,6,1
38,1.7,10,38.66,570,136,-3.7,33,3,0
0.7,0,16,38.31,257,31,-8.3,35,1,0
10.7,0,20,39.02,361,-16,3.5,31,1,0
3.3,0,0,33.25,135,3,0,35,3,1
11,0,0,35.44,468,12,-2.6,37,3,0
10.7,1,0,89.95,1485,-109,-1.9,37,1,0
24.3,0.7,255,187.57,1904,1121,267,31,4,1
0,0,0,5,0,0,0,31,1,1
1,0,0,28.49,112,52,0,33,1,1
3,2.7,47,101.96,879,93,-50.1,37,3,0
8.3,0.3,486,200.4,1100,-748,-208.3,31,1,0
5,0,10,40.61,163,86,-0.6,35,1,0
0,0,272,166.62,2194,-256,-11.7,33,5,0
6.3,1.7,0,35.3,413,-202,-0.3,31,4,0
0,0,21,35.01,130,-28,-7.5,35,1,0
6.7,0,5,30.5,329,-85,-2,31,1,1
2.3,0.7,0,46.41,304,129,1.3,37,1,0
2.7,0,25,40.72,368,13,-3.9,33,3,0
5.3,0,59,64.68,513,-249,-24.7,37,1,0
4.3,0,24,39.13,210,-122,-10.6,37,1,1
3,0,40,57.88,395,-110,-13.9,31,3,0
5.3,0,40,60.67,628,-68,-10.7,31,1,0
16,14,14,89.05,2138,92,10.2,37,1,0
1,0,0,33.49,107,-34,-0.2,35,1,0
5.7,0.3,107,63.98,387,-110,-1.2,35,1,0
10.3,0,0,51.25,873,80,2.6,33,1,0
27.3,8.3,30,23.88,936,-89,-12.8,31,3,1
0.7,0,0,30.57,29,12,0,31,1,0
2,0,26,38.4,79,89,57.7,31,3,0
7.3,0,0,96.23,500,41,-0.2,35,2,0
32,0,39,61.24,761,-43,-12.8,35,3,1
5.3,0,11,37.9,193,-39,-3.4,35,3,0
6.3,13.7,0,38.55,1050,-33,-0.3,31,1,0
7.3,0,43,53.73,454,190,-5.2,31,1,0
1,0,0,24.99,33,-1,0,33,6,0
18.3,0,13,34.55,232,-62,-4.5,33,7,1
5,0,22,66,918,4,-9.1,37,1,1
5.3,0,0,50.48,226,120,1.5,37,1,1
0.7,0,0,49.19,204,-81,-1.3,31,3,0
0,9.7,4,51.18,486,-7,-1.2,33,1,0
0.3,0,0,53.44,1,-1,-0.4,31,5,1
0,0,0,5,0,0,0,35,1,0
36.7,9,168,90.09,1191,-1022,-24.6,35,3,1
3,3,0,46.39,295,174,13.6,37,1,0
3.3,0.3,0,37.77,118,141,19.4,37,3,0
0,0,3,18.93,18,23,4.2,35,1,0
29,0,0,81.05,470,148,0,33,1,1
8.3,0,0,82.67,706,280,42.2,35,4,1
6.7,2.3,1,43.53,294,88,6.5,35,3,1
13.3,2.3,0,59.99,726,212,0,33,3,0
2,0,0,55.54,130,188,67.1,33,3,1
3,0.7,124,92.38,677,-79,-5.4,35,2,0
24,0,10,39.83,439,48,6.1,33,1,0
34.3,4.3,362,263.42,1821,110,159.7,33,5,0
0.7,0,0,18.17,19,-8,0.1,33,1,0
1.3,0,0,37.41,202,7,0.9,35,1,0
1,1,0,59.99,219,-218,0,37,1,1
33,1,19,62.21,785,249,18.5,33,1,0
48,0,0,82.44,455,-140,1.4,31,1,0
3.3,0,0,33.15,322,50,0.3,33,1,0
2,0.3,0,34.99,30,2,0,37,1,0
1,0,5,18.98,16,20,5.4,31,3,1
1.7,0,0,30,217,18,0,37,1,0
28,0.3,0,87.61,1159,85,8.2,33,1,1
1.3,0,0,33.02,88,-24,-0.5,31,1,0
1,2,0,25.18,88,-88,-25.2,37,4,0
9.3,0,0,62.32,332,-263,-2.3,35,3,0
26.7,5,62,57.01,909,-144,-22,35,3,0
4.7,0,0,31.01,268,-42,1,31,1,0
30,2.3,57,114.29,1690,112,10.7,31,5,0
0,0,0,16.99,7,3,0,33,1,1
10.7,0,180,106.13,717,-119,-44.4,31,4,0
8,0,18,48.26,355,-5,2.2,35,1,1
21.7,0.3,682,251.4,1466,-1448,-276.2,35,1,0
10.7,4.3,0,78.17,1295,63,4,33,5,0
1.3,0,2,34.77,38,-27,-1.3,31,1,0
0,0,0,48.72,53,-27,1.3,37,4,1
9,0,210,111.35,512,-166,-18.2,33,1,0
19.7,3.7,42,56.83,502,187,-3.5,37,1,0
1.7,0,61,94.86,548,-128,-14.6,33,1,0
6,2.7,0,26.61,110,-104,-10.2,37,3,1
0,0,0,38.24,229,68,0,33,1,0
3.7,0,12,35.99,214,48,5.6,33,1,0
0,0,0,10.09,85,66,-0.1,31,1,0
5,0,4,30.58,278,-6,-2.1,31,3,0
10.7,0,76,72.62,469,-59,-18.4,35,1,1
2.7,0,0,50.46,137,53,-8,31,1,0
0.7,0,6,20.61,39,-24,-4.5,35,1,0
1,0,0,32.49,52,-5,0,35,1,1
2.3,0.3,2,54.01,88,-88,-4,35,1,1
19.3,0.7,0,68.99,1288,-320,-0.6,33,3,0
8.3,0,0,75.59,188,42,1,31,3,1
19.3,0,0,127.47,870,20,-6.5,37,1,0
0,0,31,26.41,321,-77,-10.2,31,1,0
0,0,0,16.99,9,0,0,33,3,0
7,0.3,0,51.85,123,-21,2.6,33,1,1
5.3,0,86,73.6,370,-54,-11.8,35,1,0
38.3,2.7,822,326.65,1609,-370,-86.5,33,5,0
4,4.3,2,27.85,179,2,1,33,1,0
5,0,64,86,533,-181,-36.8,35,1,0
7.7,0.3,0,38.67,388,24,1.7,31,3,0
12.7,0,26,39.32,428,-114,-6.2,35,1,0
0,0,0,28.5,0,0,0,37,1,1
3.3,0,24,51.14,328,5,0.5,33,1,0
16.7,0,0,59.71,521,531,-0.7,37,1,0
3.3,0,0,103.95,632,-133,0,37,3,0
3,0,22,20.56,32,-18,-2.7,33,1,1
5.7,0,0,38.88,192,-16,-3,33,1,0
5,0,5,53.62,131,5,-12.4,37,1,0
7,0,32,51.27,230,-125,-11.3,37,1,0
10.3,0,194,93.89,650,16,-10.4,33,3,0
1.7,0.7,0,35.24,133,71,-0.2,35,3,0
0,0,0,82.23,0,0,2.8,33,1,1
3.3,0,5,32.17,254,63,5.4,31,1,0
3.3,0,0,35.21,169,-100,-2.7,33,1,0
4,0,0,34.99,36,-30,0,37,1,0
0,0,0,58.62,376,61,-5.5,35,1,0
2,0,0,35.73,69,-6,0.2,37,3,0
4,0,2,35.1,126,-68,-1.8,37,4,0
6,0,0,49.99,274,78,0,33,1,1
18.3,0,0,10.65,358,6,-0.5,31,1,0
1,0,0,35.94,16,30,6.9,31,1,1
7,0,49,64.69,725,-123,-14.7,33,3,0
0,0,0,53.25,0,0,0,33,3,1
9,0.7,0,53.24,362,-78,0,33,1,1
2.7,0,11,29.45,90,-72,-9.5,37,2,0
0.3,0,0,38.74,8,-3,-8.7,33,1,0
4,2,0,50.54,283,-268,-0.5,31,1,0
9.7,4.3,0,69.23,410,-187,11.4,31,4,0
5.3,0,10,34.95,272,28,-4,33,1,1
15.3,0.3,311,180.77,1161,-240,-107.2,35,1,0
8.7,0,0,25.11,36,-2,-0.1,35,2,0
0,0,0,35.02,18,2,0.1,35,1,1
30,1.7,128,107.16,1239,-472,-31.8,33,5,0
25,5,12,99.44,1846,106,-1.1,33,1,1
10.7,0,15,41.52,599,-146,-5.8,33,3,0
4.3,0.7,44,21.94,329,-329,-21.9,33,1,0
11,0,0,81.58,319,-90,-7.9,37,1,0
4.7,2.7,13,49.73,711,-18,-13.7,31,1,0
5.7,0,32,66.36,396,-8,-0.8,35,1,0
2,0,0,39.65,167,-15,-4.7,35,1,0
0.7,0,0,30.74,119,-42,-0.7,37,3,1
5,0,5,32.51,159,-32,-2.5,37,4,0
2.7,0,0,86.19,469,-35,-3,37,5,0
13,0,44,50.48,787,-90,-1.5,35,1,0
3,0,0,53.35,94,-78,-0.1,35,1,1
7.3,0,0,72.49,785,197,1.7,33,1,0
1.7,0,0,13.14,40,-36,-1.2,35,1,0
1.3,0,46,57.58,106,10,19.4,37,1,0
2,0,180,109.89,776,436,78.9,37,1,0
4.7,0,178,96.63,367,-4,-6.9,31,1,0
0.7,0,0,40.58,38,-20,-7.3,35,1,0
0.3,0,0,10.2,78,0,0.6,35,3,1
1.7,0,0,25.16,15,-7,-0.2,37,1,0
17.3,0.3,0,49.89,609,44,-2.9,31,1,0
7.7,0.3,36,41.75,403,-169,-9.3,35,1,1
1.3,0,0,24.99,119,27,0,37,1,1
4.7,0,1,35.28,188,68,-0.3,35,1,0
0.3,0,0,50.81,171,-8,-0.2,37,1,0
2.3,0,0,50.44,432,390,9.6,31,1,1
13,2.3,131,64.75,402,-242,-33.9,35,1,0
0,0,31,20.74,31,23,5.8,35,1,1
25.3,0,176,124.42,1086,18,0.2,35,4,0
2.3,0,6,52.2,405,-102,-4.1,37,1,0
17,0,72,126.1,1422,234,75.4,33,4,0
2,0,0,30.77,73,-22,-0.8,31,3,0
6,0,0,41.96,326,112,-7.9,35,7,0
3.7,0,4,30.27,154,62,7.9,35,1,0
19,1.3,1,36.51,624,18,-0.5,37,3,0
16,0.3,45,73.36,781,364,51.3,31,3,0
1.7,0,0,30.31,202,49,0.5,37,1,1
5.7,0,17,45.7,240,17,-7.7,31,3,0
7.7,0,0,56.19,578,295,0.5,31,1,0
10.7,3.7,144,122.2,777,-313,-48.2,37,3,0
8.3,6.7,33,49.33,556,482,30,33,3,0
3.7,0.7,2,29.61,95,148,0.4,33,1,0
2,0,0,39.99,258,-58,0,37,5,0
1.3,0,60,51.16,163,-138,-21.2,35,1,1
0.3,0,0,30.67,46,-34,-0.7,31,1,0
8,1.3,0,48.23,446,-194,0,37,1,0
1.3,0,0,30.04,17,-13,0.1,33,1,0
1.3,0,11,20.14,20,-12,-0.2,31,1,1
8.3,7.7,1,42.96,458,-89,-3.6,37,5,0
6,6.3,74,96.54,1799,-293,-41.5,31,1,0
16.3,0,203,142.88,985,-207,-51,35,3,0
0.7,0,0,32.49,26,16,0,33,1,0
0,0,52,55.81,802,-42,17.6,37,1,0
3,1.7,19,89.85,214,-129,-36.6,33,6,0
8,1.3,81,30.41,611,193,5.6,31,3,0
6,0,18,39.88,252,3,-3.1,31,1,0
1.3,0,0,34.99,140,-60,0,35,1,1
1.7,0,0,30.09,32,3,1,31,3,0
17.7,2,0,56.07,807,408,-1.1,33,1,1
8.7,0,0,62.55,522,-258,-12,33,1,1
0,0,2,18.52,18,-16,-0.5,31,1,1
6.7,0,0,57.77,832,-452,45.7,37,1,0
2.7,0,0,12.2,182,-12,1,35,1,1
0,0,0,30.27,27,-19,-0.3,31,1,0
1.7,0,156,82.83,274,-256,-57.7,33,1,0
4,0,6,33.87,44,-44,-1.4,33,3,1
3.7,0,4,34.65,368,77,0.8,31,1,1
8.7,0,6,36.72,549,-91,-7.7,31,1,1
2.7,0,2,33.23,202,-62,-2.2,37,1,0
19,11,254,125.26,1475,143,-47.6,35,1,0
0.3,0,4,31.57,90,48,4.7,35,1,1
11.7,0,0,35.39,257,-12,0.6,31,1,0
0.3,0,0,30,26,-18,0,35,1,0
11,0,26,53.12,405,170,14.1,31,3,0
6.3,0,128,74.79,863,-319,-38.8,31,1,1
5.3,0,23,41.37,273,-50,-1.1,37,1,1
5.3,0,0,41.98,203,-3,0,33,1,1
0.7,0,6,41.99,214,-36,-1.6,33,1,0
4,0,18,76.42,553,-13,-18.1,33,1,0
8.3,0,5,33.88,172,-56,-2.9,33,1,1
31,5.7,13,78.5,847,-50,-3.5,35,1,0
8.7,9.7,82,78.86,891,-15,-10.3,31,4,0
13.7,0,166,89.7,264,82,10.7,31,1,1
5.3,2.3,15,56.64,448,204,-6,31,1,0
10.7,5.3,0,66.21,671,-82,-9.2,31,3,0
6,0,6,16.5,56,-2,-1.5,35,1,0
1,0,0,56.55,63,18,3.4,31,3,0
8.3,0,0,58.23,162,-158,-0.7,37,1,1
7.3,1.7,0,13.59,204,-6,-3.6,35,3,0
6,0,190,123.2,565,122,33.6,35,3,1
0,0,0,45,0,0,0,35,1,0
6.7,0,0,51.64,202,-50,-15.3,31,1,0
8.7,0,0,24.91,221,-208,-0.2,31,1,0
0,0,1,17.93,30,4,0.5,31,1,1
11,1.3,2,40.09,698,-108,-0.8,37,3,1
4.7,0,11,28.97,108,80,11.9,33,1,1
6.7,0,97,83.71,664,-133,-28.9,35,1,1
48.3,4.7,251,134.97,1272,-902,-90,31,3,0
4.3,0,0,40.36,510,-131,-38.6,35,4,0
4.3,0.7,5,37.2,278,-94,-3.6,31,1,1
1.3,0,0,38.37,156,60,-0.1,33,1,0
4.7,0,0,50.45,162,-162,-0.4,31,1,1
14.7,0,29,89.8,571,-67,-16.6,33,1,0
0.7,0,0,50.81,372,-109,2.4,33,1,0
3.3,0,14,30.15,153,38,-0.7,37,1,0
0.7,0,2,18.41,16,-14,-1.4,35,1,0
13,1,26,55.67,544,-56,16,35,1,0
2.3,0,0,13.74,138,-52,1.5,37,1,0
3,0,0,39.23,155,-49,0,35,1,0
1.7,0,0,33.24,105,-53,0,35,1,0
4.7,0.3,148,94.61,1087,-1,11.9,35,1,0
6.7,1,0,58.49,1194,-165,0.7,33,3,0
4.3,0,0,32.39,162,-94,-2.4,35,1,1
9.7,3,4,45.52,312,-35,-1.6,37,4,0
8,0,27,47.92,367,114,14.8,33,1,0
10.3,0,0,49.62,355,11,-7.4,31,1,0
18,0,41,85.31,477,-11,-10.3,37,1,1
16.3,2.7,0,87,810,-146,-2,31,3,0
1.3,0,0,31.78,26,-10,-3.3,31,1,0
11.3,0,44,45.48,192,76,15.3,35,2,0
3,0,6,33.82,102,-68,-3.8,33,1,1
4.7,0,62,79.62,528,176,35.4,37,1,0
1.3,0,0,30,17,1,0,37,1,0
0,0,0,21.75,8,16,5.3,33,1,0
16.7,6,143,111.08,1698,76,-35,33,3,0
1,1,0,35.2,96,-32,0.2,35,4,1
7,0,0,51.44,254,-27,0.5,31,4,1
23,0,0,43.37,394,-35,-0.9,31,1,1
10.3,0,0,114.25,1086,-60,4.7,31,1,0
22.7,0,14,42.41,474,121,-5.5,35,1,0
16.7,0,1,113.44,1626,318,-27.2,33,3,0
6.3,0,70,68.15,346,196,-29.9,33,1,0
9.7,0,0,43.36,212,8,-0.1,35,1,0
2.7,0,16,75.51,228,54,4.7,31,1,0
43,15,8,53.41,620,16,-3,33,2,0
14.7,1.7,52,56.28,834,-74,-3.3,31,3,0
1,0,0,35.72,63,11,-0.7,33,1,1
66.3,0,20,66.38,847,-27,-0.5,31,3,1
3.7,0,2,14.64,137,-32,-0.4,33,3,0
